"","sample_id","code","sample_date","k","no3_n","mg","ca","nh4_n","year"
"755","Q1",6157,1991-06-04,0.92,136,3.06,5.26,NA,1991
"756","Q2",6158,1991-06-04,1.02,77,3.19,3.14,NA,1991
"757","Q3",6159,1991-06-04,0.92,13,3.46,3.7,NA,1991
"758","MPR",6273,1991-06-11,NA,68,0.45,NA,NA,1991
"759","Q1",6270,1991-06-11,1.15,73,3.14,5.36,NA,1991
"760","Q2",6271,1991-06-11,1.1,91,3.01,3.66,NA,1991
"761","Q3",6272,1991-06-11,0.87,105,3.39,5,NA,1991
"762","MPR",6309,1991-06-18,NA,54,NA,NA,NA,1991
"763","Q1",6306,1991-06-18,0.87,55,3.01,5.36,NA,1991
"764","Q2",6307,1991-06-18,1.05,86,3,3.6,NA,1991
"765","Q3",6308,1991-06-18,0.9,149,3.51,4.89,NA,1991
"766","MPR",6396,1991-06-25,0.79,6,0.87,5.14,NA,1991
"767","Q1",6393,1991-06-25,0.92,NA,3.08,5.14,NA,1991
"768","Q2",6394,1991-06-25,1.04,35,3.26,3.17,NA,1991
"769","Q3",6395,1991-06-25,0.9,6,3.46,3.62,NA,1991
"770","MPR",6409,1991-07-02,0.75,138,0.8,5.31,NA,1991
"771","Q1",6406,1991-07-02,1.17,63,3.09,5.01,NA,1991
"772","Q2",6407,1991-07-02,1.13,245,3.22,3.27,NA,1991
"773","Q3",6408,1991-07-02,0.9,184,3.33,3.61,NA,1991
"774","MPR",6422,1991-07-09,0.79,135,0.91,5.06,NA,1991
"775","Q1",6419,1991-07-09,0.89,69,2.82,5.28,NA,1991
"776","Q2",6420,1991-07-09,1.15,118,3,3.15,NA,1991
"777","Q3",6421,1991-07-09,0.79,118,3.16,3.52,NA,1991
"778","MPR",6470,1991-07-16,1.02,25,2.23,4.58,NA,1991
"779","Q1",6467,1991-07-16,0.52,10,3.17,5.86,NA,1991
"780","Q2",6468,1991-07-16,1.25,NA,3.18,7.02,NA,1991
"781","Q3",6469,1991-07-16,1.31,NA,3.5,5.04,NA,1991
"782","MPR",6483,1991-07-23,0.67,10,2.23,4.58,NA,1991
"783","Q1",6480,1991-07-23,0.25,10,3.42,5.89,NA,1991
"784","Q2",6481,1991-07-23,0.72,10,2.19,7.08,NA,1991
"785","Q3",6482,1991-07-23,0.72,158,3.14,5.06,NA,1991
"786","MPR",6496,1991-07-30,0.64,10,2.44,4.26,NA,1991
"787","Q1",6493,1991-07-30,0.69,10,3.32,5.86,NA,1991
"788","Q2",6494,1991-07-30,0.8,10,2.94,6.91,NA,1991
"789","Q3",6495,1991-07-30,0.66,10,3.27,5,NA,1991
"790","MPR",6656,1991-08-06,0.75,79,3,10.24,NA,1991
"791","Q1",6653,1991-08-06,0.83,10,4.17,6.07,NA,1991
"792","Q2",6654,1991-08-06,0.93,134,3.87,6.71,NA,1991
"793","Q3",6655,1991-08-06,0.77,314,4.01,4.1,NA,1991
"794","MPR",6770,1991-08-13,0.78,NA,3.27,10.91,NA,1991
"795","Q1",6767,1991-08-13,0.74,NA,4.32,6.13,NA,1991
"796","Q2",6768,1991-08-13,0.89,10,4.15,6.94,NA,1991
"797","Q3",6769,1991-08-13,0.78,10,4.44,5.19,NA,1991
"798","MPR",6783,1991-08-20,0.71,NA,2.9,11.19,NA,1991
"799","Q1",6780,1991-08-20,0.79,17,4.3,7.07,NA,1991
"800","Q2",6781,1991-08-20,0.9,10,3.94,7.63,NA,1991
"801","Q3",6782,1991-08-20,NA,13,4.3,5.86,NA,1991
"802","MPR",6914,1991-08-27,1.08,109,2.97,8.74,NA,1991
"803","Q1",6911,1991-08-27,0.92,15,3.25,5.41,NA,1991
"804","Q1",9137,1991-08-27,1.42,130,1.7,2.86,NA,1991
"805","Q2",6912,1991-08-27,1.34,26,3.19,6.22,NA,1991
"806","Q2",9138,1991-08-27,1.49,17,0.4,0.92,NA,1991
"807","Q3",6913,1991-08-27,0.97,26,3.38,5.05,NA,1991
"808","Q3",9139,1991-08-27,2.49,50,1.12,1.63,NA,1991
"809","MPR",7125,1991-09-03,0.89,15,2.19,7.95,NA,1991
"810","Q1",7122,1991-09-03,0.95,69,3.36,5.27,NA,1991
"811","Q2",7123,1991-09-03,2.78,128,3.88,9.01,NA,1991
"812","Q3",7124,1991-09-03,0.92,232,3.38,4.65,NA,1991
"813","MPR",7138,1991-09-10,1.09,56,2.74,11.21,NA,1991
"814","Q1",7135,1991-09-10,2.56,75,7,12.1,NA,1991
"815","Q2",7136,1991-09-10,1.63,137,3.99,8.27,NA,1991
"816","Q3",7137,1991-09-10,0.66,93,2.55,4.1,NA,1991
"817","MPR",7151,1991-09-17,0.79,86,2.39,8.31,NA,1991
"818","Q1",7148,1991-09-17,0.97,31,3.17,4.98,NA,1991
"819","Q2",7149,1991-09-17,1.23,120,3.02,5.67,NA,1991
"820","Q3",7150,1991-09-17,0.85,165,3.1,4.76,NA,1991
"821","MPR",7190,1991-09-24,0.67,94,2.91,11.02,NA,1991
"822","Q1",7187,1991-09-24,0.99,65,3.4,5.6,NA,1991
"823","Q2",7188,1991-09-24,1.26,73,3.34,7,NA,1991
"824","Q3",7189,1991-09-24,0.72,119,4.42,6.01,NA,1991
"825","MPR",7203,1991-10-01,0.77,122,1.9,6.18,NA,1991
"826","Q1",7200,1991-10-01,0.97,83,3.24,4.87,NA,1991
"827","Q2",7201,1991-10-01,1.22,122,2.46,5.18,NA,1991
"828","Q3",7202,1991-10-01,0.92,97,2.95,4.51,NA,1991
"829","MPR",7216,1991-10-08,0.79,81,2.22,8.04,NA,1991
"830","Q1",7213,1991-10-08,1.11,69,3.45,5.15,NA,1991
"831","Q2",7214,1991-10-08,1.1,125,2.95,5.43,NA,1991
"832","Q3",7215,1991-10-08,0.92,167,3.49,4.84,NA,1991
"833","MPR",7229,1991-10-15,0.76,285,2.07,7.26,NA,1991
"834","Q1",7226,1991-10-15,0.97,81,3.27,5.09,NA,1991
"835","Q2",7227,1991-10-15,1.25,124,2.69,4.94,NA,1991
"836","Q3",7228,1991-10-15,1,186,3.8,5.34,NA,1991
"837","MPR",7242,1991-10-22,0.76,104,2.3,7.33,NA,1991
"838","Q1",7239,1991-10-22,0.79,74,3.71,5.22,NA,1991
"839","Q2",7240,1991-10-22,1.13,117,2.96,4.78,NA,1991
"840","Q3",7241,1991-10-22,0.82,166,3.22,3.82,NA,1991
"841","MPR",7255,1991-10-29,NA,107,NA,NA,NA,1991
"842","Q1",7252,1991-10-29,0.73,54,3.51,4.8,NA,1991
"843","Q2",7253,1991-10-29,1.05,38,2.87,4.84,NA,1991
"844","Q3",7254,1991-10-29,0.42,61,4.88,5.71,NA,1991
"845","MPR",7268,1991-11-05,0.26,100,0.55,1.53,NA,1991
"846","Q1",7265,1991-11-05,1.15,100,2.57,4.88,NA,1991
"847","Q2",7266,1991-11-05,0.74,156,2.93,3.31,NA,1991
"848","Q3",7267,1991-11-05,0.71,163,1.81,5.8,NA,1991
"849","Q1",7289,1991-11-07,1.77,44,1.19,1.55,NA,1991
"850","Q2",7290,1991-11-07,1.62,199,1.47,2.38,NA,1991
"851","Q3",7291,1991-11-07,1.05,96,1.55,2.08,NA,1991
"852","Q1",7292,1991-11-08,1.2,57,1.49,2.17,NA,1991
"853","Q2",7293,1991-11-08,1.54,283,1.65,2.47,NA,1991
"854","Q3",7294,1991-11-08,1.12,143,1.81,2.09,NA,1991
"855","MPR",7281,1991-11-12,0.83,196,2.22,7.1,NA,1991
"856","Q1",7278,1991-11-12,1.33,150,3.46,5.29,NA,1991
"857","Q2",7279,1991-11-12,1.43,399,3.02,5.32,NA,1991
"858","Q3",7280,1991-11-12,1.25,271,3.23,3.99,NA,1991
"859","MPR",7300,1991-11-18,0.92,27,2.62,8.78,NA,1991
"860","Q1",7297,1991-11-18,0.94,85,3.3,6.25,NA,1991
"861","Q2",7298,1991-11-18,1.74,262,3.56,7.67,NA,1991
"862","Q3",7299,1991-11-18,0.88,208,3.31,4.68,NA,1991
"863","Q1",7321,1991-11-22,1.52,104,1.33,1.94,NA,1991
"864","Q2",7322,1991-11-22,1.3,152,1.46,2.43,NA,1991
"865","Q3",7323,1991-11-22,0.89,98,1.64,1.96,NA,1991
"866","MPR",7313,1991-11-26,0.83,114,2.23,6.72,NA,1991
"867","Q1",7310,1991-11-26,1.21,145,3.04,4.56,NA,1991
"868","Q2",7311,1991-11-26,1.36,286,3.1,5.55,NA,1991
"869","Q3",7312,1991-11-26,0.88,197,3.05,3.72,NA,1991
"870","MPR",7430,1991-12-03,0.67,10,1.77,6.48,NA,1991
"871","Q1",7427,1991-12-03,1.1,100,2.53,3.62,NA,1991
"872","Q2",7428,1991-12-03,1.03,10,2.72,4.14,NA,1991
"873","Q3",7429,1991-12-03,0.94,25,2.83,3.43,NA,1991
"874","MPR",7443,1991-12-10,0.74,127,2.04,7.07,NA,1991
"875","Q1",7440,1991-12-10,0.99,338,3.03,4.81,NA,1991
"876","Q2",7441,1991-12-10,1.15,431,3.1,6.17,NA,1991
"877","Q3",7442,1991-12-10,0.8,242,3,3.96,NA,1991
"878","MPR",7456,1991-12-17,0.23,128,0.46,0.35,NA,1991
"879","Q1",7453,1991-12-17,1.05,167,3.07,4.62,NA,1991
"880","Q2",7454,1991-12-17,1.18,320,3.17,5.8,NA,1991
"881","Q3",7455,1991-12-17,0.9,264,3.13,3.66,NA,1991
"882","MPR",7469,1991-12-23,0.68,143,2.22,9.57,NA,1991
"883","Q1",7466,1991-12-23,1.05,164,3.08,5.86,NA,1991
"884","Q2",7467,1991-12-23,1.28,294,3.24,7.03,NA,1991
"885","Q3",7468,1991-12-23,0.75,237,3.12,4.77,NA,1991
"886","MPR",7482,1991-12-30,0.71,99,2.3,10.13,NA,1991
"887","Q1",7479,1991-12-30,1.09,NA,3.37,5.81,NA,1991
"888","Q2",7480,1991-12-30,0.91,196,3.62,5.46,NA,1991
"889","Q3",7481,1991-12-30,1.11,254,3.35,7.58,NA,1991
"890","MPR",7495,1992-01-07,1.03,196,1.54,6.67,NA,1992
"891","Q1",7492,1992-01-07,1.31,216,2.82,4.82,NA,1992
"892","Q2",7493,1992-01-07,1.37,451,2.32,4.66,NA,1992
"893","Q3",7494,1992-01-07,1.04,279,2.91,4.31,NA,1992
"894","MPR",7508,1992-01-14,0.71,149,1.85,8.11,NA,1992
"895","Q1",7505,1992-01-14,1.18,200,3.15,5.59,NA,1992
"896","Q2",7506,1992-01-14,1.24,374,2.92,6.33,NA,1992
"897","Q3",7507,1992-01-14,0.92,235,3.1,4.52,NA,1992
"898","MPR",8639,1992-01-21,0.79,109,2.26,9.51,NA,1992
"899","Q1",8636,1992-01-21,1.35,177,3.32,5.68,NA,1992
"900","Q2",8637,1992-01-21,1.27,303,3.27,6.91,NA,1992
"901","Q3",8638,1992-01-21,0.89,218,3.37,5.02,NA,1992
"902","MPR",9031,1992-01-28,0.77,94,2.16,9.06,NA,1992
"903","Q1",9028,1992-01-28,1.29,171,3.16,5.47,NA,1992
"904","Q2",9029,1992-01-28,1.35,300,3.26,7.19,NA,1992
"905","Q3",9030,1992-01-28,0.9,219,3.43,5.4,NA,1992
"906","MPR",9116,1992-02-04,0.88,179,2.04,9.2,NA,1992
"907","Q1",9113,1992-02-04,1.3,324,2.29,2.81,NA,1992
"908","Q2",9114,1992-02-04,1.47,469,2.23,3.42,NA,1992
"909","Q3",9115,1992-02-04,1,94,2.3,2.41,NA,1992
"910","Q1",9140,1992-02-06,1.59,17,2.3,4.01,NA,1992
"911","Q2",9141,1992-02-06,1.72,207,2.35,5.4,NA,1992
"912","Q3",9142,1992-02-06,1.31,156,2.17,3.36,NA,1992
"913","MPR",9129,1992-02-11,0.9,56,2.52,10.78,NA,1992
"914","Q1",9126,1992-02-11,1.04,101,3.33,4.77,NA,1992
"915","Q2",9127,1992-02-11,1.16,19,3.03,6.02,NA,1992
"916","Q3",9128,1992-02-11,0.94,17,3.18,4.81,NA,1992
"917","MPR",9203,1992-02-18,0.95,35,2.76,11.37,NA,1992
"918","Q1",9200,1992-02-18,1.01,291,3.22,5.78,NA,1992
"919","Q2",9201,1992-02-18,1.24,236,3.32,7.07,NA,1992
"920","Q3",9202,1992-02-18,1.19,144,4.36,6.59,NA,1992
"921","MPR",9216,1992-02-25,0.9,205,2.02,15.31,NA,1992
"922","Q1",9213,1992-02-25,0.99,138,3.47,5.75,NA,1992
"923","Q2",9214,1992-02-25,1.17,207,3.28,7.58,NA,1992
"924","Q3",9215,1992-02-25,0.87,333,3.71,6.37,NA,1992
"925","MPR",9229,1992-03-03,0.82,201,1.96,15.81,NA,1992
"926","Q1",9226,1992-03-03,1.13,174,3.84,8.48,NA,1992
"927","Q2",9227,1992-03-03,0.82,10,3.24,5.31,NA,1992
"928","Q3",9228,1992-03-03,0.89,196,3.85,6.62,NA,1992
"929","MPR",9474,1992-03-10,1.67,109,2.33,11.05,NA,1992
"930","Q1",9471,1992-03-10,1.06,10,3.15,5.11,NA,1992
"931","Q2",9472,1992-03-10,1.23,92,2.86,6.44,NA,1992
"932","Q3",9473,1992-03-10,0.98,162,3.33,4.01,NA,1992
"933","MPR",9487,1992-03-17,0.92,112,2.23,8.29,NA,1992
"934","Q1",9484,1992-03-17,1.1,133,3.3,6.08,NA,1992
"935","Q2",9485,1992-03-17,1.43,180,3,6.2,NA,1992
"936","Q3",9486,1992-03-17,1.7,183,3.87,7.11,NA,1992
"937","MPR",9500,1992-03-24,0.93,NA,1.59,2.61,NA,1992
"938","Q1",9497,1992-03-24,1.01,NA,3.22,5.5,NA,1992
"939","Q2",9498,1992-03-24,1.25,NA,3.12,6.17,NA,1992
"940","Q3",9499,1992-03-24,1.81,NA,3.73,7.03,NA,1992
"941","MPR",9513,1992-04-01,1.1,52,1.75,8.54,NA,1992
"942","Q1",9510,1992-04-01,1.56,87,2.95,4.48,NA,1992
"943","Q2",9511,1992-04-01,1.35,126,2.77,5.28,NA,1992
"944","Q3",9512,1992-04-01,1.04,102,3.16,6.09,NA,1992
"945","MPR",9526,1992-04-07,1.06,105,3.47,4.88,NA,1992
"946","Q1",9523,1992-04-07,0.75,36,5.53,8.77,NA,1992
"947","Q2",9524,1992-04-07,1.02,68,3.34,5.63,NA,1992
"948","Q3",9525,1992-04-07,1.31,10,3.13,6.27,NA,1992
"949","MPR",9539,1992-04-14,0.23,48,7.21,NA,NA,1992
"950","Q1",9536,1992-04-14,1.03,11,3.22,5.76,NA,1992
"951","Q2",9537,1992-04-14,0.78,11,3.35,3.94,NA,1992
"952","Q3",9538,1992-04-14,0.63,14,2.14,8.08,NA,1992
"953","MPR",9552,1992-04-21,0.64,27,2.2,8.43,NA,1992
"954","Q1",9549,1992-04-21,1.37,49,3.53,6.85,NA,1992
"955","Q2",9550,1992-04-21,1.05,11,3.13,6.12,NA,1992
"956","Q3",9551,1992-04-21,0.85,19,3.24,4.31,NA,1992
"957","MPR",9796,1992-04-28,1.11,54,2.54,9.9,NA,1992
"958","Q1",9793,1992-04-28,0.44,30,2.37,4.24,NA,1992
"959","Q2",9794,1992-04-28,1.16,27,3.09,6.32,NA,1992
"960","Q3",9795,1992-04-28,0.96,28,3.36,5.81,NA,1992
"961","MPR",9911,1992-05-05,0.73,100,1.73,8.18,NA,1992
"962","Q1",9908,1992-05-05,1.07,27,3.13,5.32,NA,1992
"963","Q2",9909,1992-05-05,1.12,353,2.12,4.2,NA,1992
"964","Q3",9910,1992-05-05,1.41,168,3.1,4.29,NA,1992
"965","MPR",10450,1992-05-12,0.86,28,1.97,8.19,NA,1992
"966","Q1",10447,1992-05-12,0.97,137,3.37,5.64,NA,1992
"967","Q2",10448,1992-05-12,1.21,276,2.9,6.35,NA,1992
"968","Q3",10449,1992-05-12,0.89,168,3.6,5.04,NA,1992
"969","MPR",10705,1992-05-19,0.93,97,2.21,9.37,NA,1992
"970","Q1",10702,1992-05-19,0.92,128,3.28,5.3,NA,1992
"971","Q2",10703,1992-05-19,1.36,209,2.56,6.28,NA,1992
"972","Q3",10704,1992-05-19,0.8,131,3.84,5.54,NA,1992
"973","MPR",10763,1992-05-26,0.94,NA,1.42,5.82,NA,1992
"974","Q1",10760,1992-05-26,1.35,NA,2.54,4.21,NA,1992
"975","Q2",10761,1992-05-26,1.35,NA,2.42,4.98,NA,1992
"976","Q3",10762,1992-05-26,0.79,NA,2.23,3.25,NA,1992
"977","MPR",10776,1992-06-02,0.59,80,0.91,3.47,NA,1992
"978","Q1",10773,1992-06-02,1.34,66,1.49,2.24,NA,1992
"979","Q2",10774,1992-06-02,1.16,43,1.47,3.14,NA,1992
"980","Q3",10775,1992-06-02,1.09,53,1.28,2.16,NA,1992
"981","MPR",10888,1992-06-09,0.89,14,2.15,8.57,NA,1992
"982","Q1",10885,1992-06-09,1,10,3.09,5.32,NA,1992
"983","Q2",10886,1992-06-09,1.43,26,3.28,6.77,NA,1992
"984","Q3",10887,1992-06-09,0.88,10,3.25,4.86,NA,1992
"985","MPR",10901,1992-06-16,0.77,35,1.23,4.49,NA,1992
"986","Q1",10898,1992-06-16,1.21,27,1.58,2.54,NA,1992
"987","Q2",10899,1992-06-16,1.32,28,2.11,4.56,NA,1992
"988","Q3",10900,1992-06-16,0.77,333,1.75,2.5,NA,1992
"989","MPR",11122,1992-06-23,0.71,29,1.61,5.92,NA,1992
"990","Q1",11119,1992-06-23,0.98,32,2.46,3.92,NA,1992
"991","Q2",11120,1992-06-23,1.11,37,2.39,4.56,NA,1992
"992","Q3",11121,1992-06-23,0.83,29,2.16,3.04,NA,1992
"993","MPR",11284,1992-06-30,0.86,29,2.63,10.24,NA,1992
"994","Q1",11281,1992-06-30,1.15,31,3.27,5.49,NA,1992
"995","Q2",11282,1992-06-30,1.29,29,3.8,7.8,NA,1992
"996","Q3",11283,1992-06-30,0.96,32,3.5,5.14,NA,1992
"997","MPR",11297,1992-07-07,0.94,29,2.62,10.17,NA,1992
"998","Q1",11294,1992-07-07,1.14,111,3.32,5.58,NA,1992
"999","Q2",11295,1992-07-07,1.23,28,3.42,7.2,NA,1992
"1000","Q3",11296,1992-07-07,1,29,3.48,5.44,NA,1992
"1001","MPR",11310,1992-07-14,0.84,43,2.57,10,NA,1992
"1002","Q1",11307,1992-07-14,1.32,41,3.68,6.34,NA,1992
"1003","Q2",11308,1992-07-14,1.23,42,3.72,7.76,NA,1992
"1004","Q3",11309,1992-07-14,0.82,43,3.26,4.52,NA,1992
"1005","MPR",11323,1992-07-21,0.74,43,1.94,7.21,NA,1992
"1006","Q1",11320,1992-07-21,1.09,NA,3.4,5.72,NA,1992
"1007","Q2",11321,1992-07-21,1.21,142,3.43,6.86,NA,1992
"1008","Q3",11322,1992-07-21,0.99,48,3.5,4.97,NA,1992
"1009","MPR",11384,1992-07-28,0.83,41,1.99,8.38,NA,1992
"1010","Q1",11381,1992-07-28,1.18,148,3.48,5.94,NA,1992
"1011","Q2",11382,1992-07-28,1.36,147,3.27,7.05,NA,1992
"1012","Q3",11383,1992-07-28,0.83,90,3.34,4.97,NA,1992
"1013","MPR",11397,1992-08-04,0.8,12,2.17,8.43,NA,1992
"1014","Q1",11394,1992-08-04,1.11,359,3.41,6.04,NA,1992
"1015","Q2",11395,1992-08-04,1.24,193,3.35,7.2,NA,1992
"1016","Q3",11396,1992-08-04,1.06,26,3.42,4.92,NA,1992
"1017","MPR",11410,1992-08-11,0.56,47,1,4.01,NA,1992
"1018","Q1",11407,1992-08-11,1.13,26,1.9,3.06,NA,1992
"1019","Q2",11408,1992-08-11,1.38,26,1.99,4.42,NA,1992
"1020","Q3",11409,1992-08-11,0.85,26,1.9,2.87,NA,1992
"1021","MPR",11423,1992-08-18,0.69,70,2.27,8.96,NA,1992
"1022","Q1",11420,1992-08-18,1.09,27,3.34,5.98,NA,1992
"1023","Q2",11421,1992-08-18,1.03,170,3.46,7.32,NA,1992
"1024","Q3",11422,1992-08-18,0.83,99,3.54,5.15,NA,1992
"1025","MPR",11436,1992-08-25,0.88,79,2.23,9.1,NA,1992
"1026","Q1",11433,1992-08-25,1.11,382,3.41,6.31,NA,1992
"1027","Q2",11434,1992-08-25,1.1,197,2.9,6.31,NA,1992
"1028","Q3",11435,1992-08-25,2.93,11,3.43,4.16,NA,1992
"1029","MPR",11449,1992-09-01,1.12,68,3.14,11.62,NA,1992
"1030","Q1",11446,1992-09-01,1,10,3.77,6.51,NA,1992
"1031","Q2",11447,1992-09-01,1.39,10,4.16,8.16,NA,1992
"1032","Q3",11448,1992-09-01,0.76,10,0.61,2.46,NA,1992
"1033","MPR",11462,1992-09-08,0.89,10,2.69,10.03,NA,1992
"1034","Q1",11459,1992-09-08,1.17,10,2.39,4.24,NA,1992
"1035","Q2",11460,1992-09-08,1.39,10,2.5,5.7,NA,1992
"1036","Q3",11461,1992-09-08,1.1,10,3.83,5.73,NA,1992
"1037","MPR",11475,1992-09-15,1.16,11,2.32,9.85,NA,1992
"1038","Q1",11472,1992-09-15,1.36,16,4.61,7.98,NA,1992
"1039","Q2",11473,1992-09-15,1.06,10,3.15,6.47,NA,1992
"1040","Q3",11474,1992-09-15,0.84,38,3.62,5.67,NA,1992
"1041","MPR",11488,1992-09-22,0.66,21,1.72,6.96,NA,1992
"1042","Q1",11485,1992-09-22,1.06,10,2.93,5.03,NA,1992
"1043","Q2",11486,1992-09-22,1.43,10,2.96,6.71,NA,1992
"1044","Q3",11487,1992-09-22,0.84,122,2.92,4.07,NA,1992
"1045","MPR",11501,1992-09-29,0.7,89,2.02,8.6,NA,1992
"1046","Q1",11498,1992-09-29,1,84,3.37,6.1,NA,1992
"1047","Q2",11499,1992-09-29,1.44,91,2.89,5.71,NA,1992
"1048","Q3",11500,1992-09-29,0.9,105,3,4.32,NA,1992
"1049","MPR",11514,1992-10-06,0.75,164,2.43,9.92,NA,1992
"1050","Q1",11511,1992-10-06,0.95,288,3.54,6.4,NA,1992
"1051","Q2",11512,1992-10-06,1.12,234,3.14,6.5,NA,1992
"1052","Q3",11513,1992-10-06,0.81,142,3.39,4.39,NA,1992
"1053","MPR",11527,1992-10-13,0.75,24,2.59,11.18,NA,1992
"1054","Q1",11524,1992-10-13,1.27,NA,4.27,7.35,NA,1992
"1055","Q2",11525,1992-10-13,1.27,8,3.31,6.92,NA,1992
"1056","Q3",11526,1992-10-13,1.09,46,4.48,6.66,NA,1992
"1057","MPR",11540,1992-10-20,0.71,7,2.37,9.45,NA,1992
"1058","Q1",11537,1992-10-20,0.87,56,3.45,6.16,NA,1992
"1059","Q2",11538,1992-10-20,1.13,NA,3.12,6.86,NA,1992
"1060","Q3",11539,1992-10-20,0.84,7,3.63,5,NA,1992
"1061","MPR",11553,1992-10-27,1.36,24,3.09,13.78,NA,1992
"1062","Q1",11550,1992-10-27,0.91,NA,3.33,6.03,NA,1992
"1063","Q2",11551,1992-10-27,1.18,20,3.26,6.74,NA,1992
"1064","Q3",11552,1992-10-27,0.86,27,3.48,5.22,NA,1992
"1065","MPR",11566,1992-11-03,0.54,53,1.35,6.32,NA,1992
"1066","Q1",11563,1992-11-03,1.04,10,3.08,5.47,NA,1992
"1067","Q2",11564,1992-11-03,1.28,33,2.79,6.02,NA,1992
"1068","Q3",11565,1992-11-03,0.91,116,3.25,4.79,NA,1992
"1069","MPR",11579,1992-11-10,0.54,66,1,3.59,NA,1992
"1070","Q1",11576,1992-11-10,1.11,135,2.22,3.58,NA,1992
"1071","Q2",11577,1992-11-10,1.41,29,2.24,4.76,NA,1992
"1072","Q3",11578,1992-11-10,0.85,85,2.22,3.02,NA,1992
"1073","MPR",11592,1992-11-17,0.6,22,1.76,6.54,NA,1992
"1074","Q1",11589,1992-11-17,0.41,20,1.06,3.02,NA,1992
"1075","Q2",11590,1992-11-17,0.42,35,1,3.38,NA,1992
"1076","Q3",11591,1992-11-17,1.61,14,2.91,4.14,NA,1992
"1077","MPR",11605,1992-11-24,0.67,NA,1.62,6.2,NA,1992
"1078","Q1",11602,1992-11-24,1.14,16,3.15,5.3,NA,1992
"1079","Q2",11603,1992-11-24,1.41,7,2.87,6.28,NA,1992
"1080","Q3",11604,1992-11-24,0.85,10,3.06,4.14,NA,1992
"1081","MPR",11618,1992-12-01,0.94,37,1.91,7.38,NA,1992
"1082","Q1",11615,1992-12-01,1.19,9,2.92,5.15,NA,1992
"1083","Q2",11616,1992-12-01,1.42,16,2.92,5.69,NA,1992
"1084","Q3",11617,1992-12-01,0.87,13,2.66,3.58,NA,1992
"1085","MPR",11631,1992-12-08,0.65,19,1.99,8.04,NA,1992
"1086","Q1",11628,1992-12-08,1.06,15,3.16,5.11,NA,1992
"1087","Q2",11629,1992-12-08,1.26,18,3.06,6.44,NA,1992
"1088","Q3",11630,1992-12-08,2.08,23,7.51,9.78,NA,1992
"1089","MPR",11644,1992-12-15,0.35,14,1.45,7.31,NA,1992
"1090","Q1",11641,1992-12-15,0.41,26,1.31,3.97,NA,1992
"1091","Q2",11642,1992-12-15,1.02,326,3.07,7.22,NA,1992
"1092","Q3",11643,1992-12-15,0.86,21,2.99,4.07,NA,1992
"1093","MPR",11657,1992-12-22,NA,NA,NA,NA,NA,1992
"1094","Q1",11665,1992-12-22,NA,NA,NA,NA,NA,1992
"1095","Q1",11666,1992-12-22,NA,NA,NA,NA,NA,1992
"1096","Q1",11654,1992-12-22,1.25,NA,2.75,4.63,NA,1992
"1097","Q2",11667,1992-12-22,NA,NA,NA,NA,NA,1992
"1098","Q2",11655,1992-12-22,1.41,NA,2.6,5.72,NA,1992
"1099","Q3",11668,1992-12-22,NA,NA,NA,NA,NA,1992
"1100","Q3",11656,1992-12-22,0.87,NA,1.84,3.24,NA,1992
"1101","MPR",11674,1992-12-29,0.67,NA,1.7,6.87,NA,1992
"1102","Q1",11671,1992-12-29,1.05,NA,2.81,4.66,NA,1992
"1103","Q2",11672,1992-12-29,1.3,NA,2.89,5.74,NA,1992
"1104","Q3",11673,1992-12-29,0.98,NA,2.78,4,NA,1992
"1105","MPR",11687,1993-01-05,0.76,NA,1.9,7.55,NA,1993
"1106","Q1",11684,1993-01-05,1.44,NA,4.25,7.11,NA,1993
"1107","Q2",11685,1993-01-05,1.44,NA,3.72,7.41,NA,1993
"1108","Q3",11686,1993-01-05,0.79,NA,2.96,4.11,NA,1993
"1109","MPR",11700,1993-01-12,0.82,NA,2.06,7.87,NA,1993
"1110","Q1",11697,1993-01-12,1.14,NA,2.98,5.17,NA,1993
"1111","Q2",11698,1993-01-12,1.17,NA,2.92,6.13,NA,1993
"1112","Q3",11699,1993-01-12,0.76,NA,3.02,3.59,NA,1993
"1113","MPR",11713,1993-01-19,0.59,NA,2.06,7.93,NA,1993
"1114","Q1",11710,1993-01-19,1.14,NA,2.9,4.28,NA,1993
"1115","Q2",11711,1993-01-19,1.13,NA,3.13,6.47,NA,1993
"1116","Q3",11712,1993-01-19,0.73,NA,3.03,4,NA,1993
"1117","MPR",11726,1993-01-26,0.75,NA,2.02,7.79,NA,1993
"1118","Q1",11723,1993-01-26,1.18,NA,2.73,4.01,NA,1993
"1119","Q2",11724,1993-01-26,1.21,NA,2.99,5.74,NA,1993
"1120","Q3",11725,1993-01-26,0.89,NA,2.93,3.55,NA,1993
"1121","MPR",11739,1993-02-02,0.78,NA,1.97,7.66,NA,1993
"1122","Q1",11736,1993-02-02,1.07,NA,3.19,4.67,NA,1993
"1123","Q2",11737,1993-02-02,1.17,NA,2.91,6.24,NA,1993
"1124","Q3",11738,1993-02-02,0.79,NA,3.17,4.06,NA,1993
"1125","MPR",11752,1993-02-09,0.75,NA,2.22,9.21,NA,1993
"1126","Q1",11749,1993-02-09,1,NA,3.15,4.78,NA,1993
"1127","Q2",11750,1993-02-09,1.12,NA,3.07,5.91,NA,1993
"1128","Q3",11751,1993-02-09,1.06,NA,3.37,4.08,NA,1993
